Unnamed: 0,id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,Name
693,403858572,Fruit Ninja®,163801088,USD,0.0,327025,82,4.5,4.0,2.5.1,4+,Games,38,5,13,1,fruitninja
710,406239138,Puffin Browser Pro,63474688,USD,3.99,7565,80,3.5,3.0,5.2.0,17+,Utilities,37,5,28,1,puffinbrowserpro
719,407558537,Capital One Mobile,273259520,USD,0.0,56110,57,4.5,4.0,5.19.1,4+,Finance,37,5,2,1,capitalonemobile
732,409128287,The Guardian,92966912,USD,0.0,8176,13,5.0,5.0,4.30,12+,News,37,5,1,1,theguardian
747,410229362,Mad Skills Motocross,16949248,USD,0.99,9341,53,4.5,3.5,3.7.0,12+,Games,43,5,1,1,madskillsmotocross
751,410395246,Microsoft OneNote,233533440,USD,0.0,39638,1213,4.5,4.5,16.0,4+,Productivity,37,5,33,1,microsoftonenote
752,410896080,PlayStation®App,20168704,USD,0.0,7256,491,3.0,2.5,4.20.9,12+,Entertainment,37,4,19,1,playstationapp
755,411608323,花しらべ 花認識/花検索,813500416,USD,6.99,0,0,0.0,0.0,3.4.1,4+,Reference,37,5,1,1,
772,413993350,搜房网房天下-新房二手房租房交易平台,156446720,USD,0.0,89,0,4.0,0.0,8.4.3,4+,Lifestyle,37,3,3,1,
777,414478124,WeChat,182624256,USD,0.0,34584,100,4.5,4.0,6.5.8,12+,Social Networking,38,4,21,1,wechat
779,414706506,Google Translate,65281024,USD,0.0,26786,27,3.5,4.5,5.10.0,4+,Reference,37,5,59,1,googletranslate
787,415606289,安居客-二手房、新房、租房的找房助手,107184128,USD,0.0,84,0,4.5,0.0,10.7,4+,Lifestyle,37,5,2,1,
788,415842508,"汽车之家-提供新车,二手车报价及资讯",54815744,USD,0.0,116,3,4.0,5.0,3.8.5,17+,Lifestyle,24,5,1,1,
794,416457422,中国联通手机营业厅客户端(官方版),78774272,USD,0.0,248,1,3.0,1.0,5.3,4+,Utilities,38,0,2,1,
798,417352269,GMX Mail,100336640,USD,0.0,102,1,4.5,5.0,6.2,4+,Productivity,37,5,2,1,gmxmail
802,418075935,"Bleacher Report: Sports news, scores, & highlights",85283840,USD,0.0,16979,183,4.5,4.0,5.1,12+,Sports,37,0,8,1,bleacherreportsportsnewsscoreshighlights
809,419805549,万年历-值得信赖的日历黄历查询工具,112928768,USD,0.0,2270,4,4.5,5.0,4.5.6,12+,Utilities,38,4,3,1,
810,420009108,Temple Run,65921024,USD,0.0,1724546,3842,4.5,4.0,1.6.2,9+,Games,40,5,1,1,templerun
811,420635506,Angry Birds Rio,138319872,USD,0.0,170843,123,4.5,4.0,2.6.6,4+,Games,40,0,1,1,angrybirdsrio
814,421167112,My Horse,301896704,USD,0.0,293857,249,4.5,4.0,1.30.0,4+,Games,40,5,8,1,myhorse
822,422366403,MTV,113787904,USD,0.0,5987,97,2.5,2.0,4.0.0,12+,Entertainment,37,5,1,1,mtv
826,423084029,美团 - 吃喝玩乐全都有,224955392,USD,0.0,549,2,4.5,5.0,8.1.0,4+,Lifestyle,37,5,2,1,
832,423514795,中国工商银行,86083584,USD,0.0,152,0,2.5,0.0,3.0.0.7.1,12+,Finance,38,0,1,1,
835,424123969,Dude Perfect,140165120,USD,0.99,9763,1556,4.5,4.5,1.1.5,4+,Games,43,0,1,1,dudeperfect
839,424598114,苏宁易购-新人专享大礼包,185606144,USD,0.0,38,0,3.0,0.0,5.2.5,17+,Shopping,38,0,1,1,
843,425349261,网易新闻 - 精选好内容，算出你的兴趣,133134336,USD,0.0,4263,6,4.5,1.0,23.2,17+,News,37,4,2,1,
857,427555239,"易到 - 低价专车,高品质出行",74724352,USD,0.0,115,1,2.0,1.0,8.0.1,4+,Travel,37,0,2,1,
862,429009175,WatchESPN,33714176,USD,0.0,159735,2556,4.0,4.5,1.9.9,4+,Sports,37,2,1,1,watchespn
863,429047995,Pinterest,74778624,USD,0.0,1061624,1814,4.5,4.0,6.26,12+,Social Networking,37,5,27,1,pinterest
864,429610587,iFunny :),66599936,USD,0.0,98344,877,3.5,4.5,4.6.8,17+,Entertainment,37,2,2,1,ifunny
867,429851711,Flashlight ！,14336000,USD,0.0,35769,21,4.5,2.0,2.6,4+,Utilities,37,1,1,1,flashlight
878,431023686,美丽说-潮流穿搭快人一步,143117312,USD,0.0,1026,0,4.5,0.0,9.1.0,17+,Shopping,37,0,4,1,
884,431946152,ROBLOX,115178496,USD,0.0,183621,300,4.5,4.5,2.293.126451,12+,Games,37,5,1,1,roblox
886,432274380,知乎,149436416,USD,0.0,397,0,3.0,0.0,3.52.1,17+,Social Networking,37,5,1,1,
900,433592592,Nyan Cat: Lost In Space,96872448,USD,0.0,76392,700,4.5,4.5,9.0,4+,Games,37,5,1,1,nyancatlostinspace
912,435138734,PBS KIDS Video,57694208,USD,0.0,8651,23,3.5,3.5,3.0.5,4+,Education,37,5,1,1,pbskidsvideo
922,436491861,Domino's Pizza USA,105743360,USD,0.0,258624,2481,5.0,4.5,4.2.0,4+,Food & Drink,37,5,2,1,dominospizzausa
926,436957087,搜狐新闻—新闻热点资讯掌上阅读软件,136421376,USD,0.0,383,0,4.5,0.0,5.8.9,17+,News,38,0,1,1,
932,438426078,聚力视频-蓝光电视剧电影在线热播,99607552,USD,0.0,1670,4,4.5,4.0,6.4.16,12+,Entertainment,38,0,1,1,
937,439438619,Snapseed,141322240,USD,0.0,8683,98,4.0,4.5,2.17,4+,Photo & Video,37,3,34,1,snapseed
938,439495358,北京浮生记,1532640,USD,0.99,44,21,4.5,4.5,1.2.1,17+,Games,43,0,2,1,
967,443926246,驴妈妈旅游-订景点门票机票火车票特价酒店,145368064,USD,0.0,30,0,5.0,0.0,7.9.6,4+,Travel,37,5,1,1,
972,444553167,ADP Mobile Solutions,53805056,USD,0.0,8324,306,4.0,3.0,2.8.2,4+,Business,37,5,24,1,adpmobilesolutions
989,446324234,欢乐斗地主•腾讯,214474752,USD,0.0,403,5,3.5,4.5,5.52.001,17+,Games,43,5,1,1,
997,447188370,Snapchat,203038720,USD,0.0,323905,576,2.5,3.0,10.9.2.0,12+,Photo & Video,37,0,22,1,snapchat
998,447313708,途牛旅游-订机票酒店，查旅行景点门票,161202176,USD,0.0,51,1,4.5,5.0,9.1.4,17+,Travel,37,0,1,1,
1012,449735650,Where's My Water?,90853376,USD,1.99,131656,484,4.5,4.0,1.14.1.58,4+,Games,40,5,11,1,wheresmywater
1013,449945214,United Airlines,140942336,USD,0.0,5748,106,2.5,2.5,2.1.19,4+,Travel,37,1,1,1,unitedairlines
1023,452176796,蘑菇街-网红直播搭配的购物特卖平台,144661504,USD,0.0,558,0,5.0,0.0,9.4.1,17+,Shopping,37,0,4,1,
1024,452186370,百度地图-智能的手机导航，公交地铁出行必备,213586944,USD,0.0,1014,23,4.0,4.5,9.8.2,17+,Navigation,37,0,2,1,
1028,453480684,咕咚-你的跑步骑行运动社区,141333504,USD,0.0,160,0,4.5,0.0,7.16,17+,Health & Fitness,37,0,3,1,
1033,453691481,飞猪,148888576,USD,0.0,154,0,4.0,0.0,8.2.2,17+,Travel,37,0,1,1,
1041,454638411,Messenger,275729408,USD,0.0,351466,892,3.0,3.0,119.0,4+,Social Networking,37,1,33,1,messenger
1048,455612214,Flashlight ◎,37967872,USD,0.0,24744,171,4.5,4.0,2.0.6,4+,Business,40,4,11,1,flashlight
1057,457446957,Jetpack Joyride,108813312,USD,0.0,405647,877,4.5,4.5,1.9.24,9+,Games,38,5,3,1,jetpackjoyride
1062,457876088,ASOS,141503488,USD,0.0,9725,109,5.0,5.0,3.4.1,4+,Shopping,37,5,6,1,asos
1067,458535809,Calculator ∞,80345088,USD,2.99,1138,59,4.5,4.5,4.5,4+,Education,37,5,15,1,calculator
1084,461504587,Trello,140944384,USD,0.0,2793,7,4.5,4.5,4.0.7,4+,Productivity,37,5,21,1,trello
1085,461703208,高德地图（精准专业的手机地图）,166025216,USD,0.0,1040,5,4.5,4.0,8.0.8,4+,Navigation,38,0,1,1,
1086,462125072,广东移动手机营业厅-话费流量一手掌握，专属优惠定期发放,30503936,USD,0.0,33,0,3.5,0.0,5.2.2,17+,Utilities,38,0,1,1,
1091,462638897,Fitbit,132913152,USD,0.0,90496,399,4.0,3.5,2.36,4+,Health & Fitness,37,0,9,1,fitbit
1111,465092669,NHL,160124928,USD,0.0,15554,124,3.5,5.0,8.6.1,4+,Sports,37,5,1,1,nhl
1119,466965151,The Sims™ FreePlay,695603200,USD,0.0,446880,1832,4.5,4.0,5.29.0,12+,Games,38,5,12,1,thesimsfreeplay
1122,467067151,"百度糯米-电影,美食团购",127980544,USD,0.0,383,0,4.5,0.0,7.5.0,17+,Lifestyle,37,0,2,1,
1148,469960709,Bejeweled Blitz,91591680,USD,0.0,221002,131,4.0,4.0,1.29.1,4+,Games,38,5,1,1,bejeweledblitz
1151,470412147,Poshmark: Buy & Sell Fashion,58299392,USD,0.0,18035,156,4.5,4.5,2.70,4+,Shopping,37,5,1,1,poshmarkbuysellfashion
1153,471063940,Call of Duty: Black Ops Zombies,880267264,USD,6.99,116601,5839,4.5,4.5,1.3.5,17+,Games,43,4,1,1,callofdutyblackopszombies
1157,471347413,YouNow: Live Stream Video Chat,91615232,USD,0.0,12079,24,3.5,3.5,13.25.0,12+,Social Networking,37,5,7,1,younowlivestreamvideochat
1168,472937654,Puffin Web Browser,66607104,USD,0.0,11677,121,4.0,4.0,5.2.2,17+,Utilities,37,5,28,1,puffinwebbrowser
1183,474207297,Kids A-Z,100699136,USD,0.0,2887,0,3.5,0.0,3.10.0,4+,Education,38,5,1,1,kidsaz
1195,475966832,同程旅游-中国汽车票自助周边游海外跟团订票,160900096,USD,0.0,57,0,4.0,0.0,8.3.0,4+,Travel,37,5,3,1,
1214,477927812,百度贴吧-全球最大兴趣交友社区,123991040,USD,0.0,2860,4,4.0,4.0,8.4.3,17+,Social Networking,37,0,1,1,
1218,478396998,NCAA Sports,39018496,USD,0.0,636,11,2.0,1.5,3.0.9,4+,Sports,37,1,1,1,ncaasports
1228,479280326,⋆Solitaire,49839104,USD,0.0,106398,12554,4.5,4.5,1.5.6,4+,Games,37,5,1,1,solitaire
1232,479536744,Bejeweled Classic,99593216,USD,0.0,183259,804,4.5,4.0,2.1,4+,Games,37,0,5,1,bejeweledclassic
1236,479943969,TETRIS®,63226880,USD,1.99,8480,66,4.0,3.0,2.0.36,4+,Games,37,0,11,1,tetris
1250,481587094,秒拍-超火爆短视频分享平台,120877056,USD,0.0,84,0,4.0,0.0,6.6.70,17+,Photo & Video,37,0,9,1,
1278,485246824,Cytus,1560187904,USD,1.99,7925,330,5.0,5.0,10.0.0,4+,Games,38,5,1,1,cytus
1279,485534181,Dictionary ( قاموس عربي / انجليزي + ودجيت الترجمة),69448704,USD,3.99,1112,7,4.5,4.0,6.4,4+,Reference,37,5,2,1,dictionary
1284,486645049,Calculator‰,16766976,USD,0.0,36879,12021,4.5,4.5,4.0,4+,Utilities,38,3,31,1,calculator
1294,487285735,Vudu - Movies & TV,105972736,USD,0.0,4052,65,2.0,2.0,5.2.0,12+,Entertainment,37,5,1,1,vudumoviestv
1301,488818252,Chick-fil-A,96230400,USD,0.0,5665,643,3.5,3.5,5.9.1,4+,Food & Drink,37,0,1,1,chickfila
1317,491075156,LEGO® Juniors Create & Cruise,241110016,USD,0.0,6152,157,4.0,4.0,6.3.1519,4+,Games,37,5,1,1,legojuniorscreatecruise
1320,491629188,まっぷるリンク - 旅行ガイドを丸ごとアプリで持ち歩き,64250880,USD,0.0,0,0,0.0,0.0,10.2,4+,Travel,38,0,2,1,
1321,491730359,The CW,30552064,USD,0.0,97368,9,4.5,3.5,v2.13.9,12+,Entertainment,37,5,9,1,thecw
1353,496218553,Tom's Love Letters,29392896,USD,0.0,27711,1965,4.0,4.5,2.1,4+,Entertainment,43,4,13,1,tomsloveletters
1359,497595276,The Simpsons™: Tapped Out,86079488,USD,0.0,274501,44,4.0,4.0,4.27.0,12+,Games,38,5,18,1,thesimpsonstappedout
1379,500963785,▻Solitaire,58882048,USD,0.0,124618,8588,4.5,4.5,5.4,4+,Games,40,5,7,1,solitaire
1382,501968250,Angry Birds Space HD,171300864,USD,0.0,39502,13,4.0,4.0,2.2.12,4+,Games,24,5,1,1,angrybirdsspacehd
1386,502912815,Regal Cinemas,76895232,USD,0.0,13257,109,4.5,5.0,4.3.2,4+,Entertainment,37,0,1,1,regalcinemas
1391,504001448,"Muscle Premium - Human Anatomy, Kinesiology, Bones",1101865984,USD,19.99,406,3,4.5,3.5,7.1.02,12+,Medical,37,5,7,1,musclepremiumhumananatomykinesiologybones
1396,504274740,猫眼电影 - 一网打尽好电影,99992576,USD,0.0,101,0,4.5,0.0,7.9.2,4+,Entertainment,37,0,3,1,
1398,504542019,ジーユー,16457728,USD,0.0,0,0,0.0,0.0,4.1.6,17+,Lifestyle,37,0,1,1,
1401,504631398,USA TODAY,96060416,USD,0.0,61724,100,3.5,4.5,4.14.1,4+,News,37,4,1,1,usatoday
1407,505311207,Battlefield™ Companion,58883072,USD,0.0,689,338,2.5,2.5,3.0.4,12+,Social Networking,37,5,11,1,battlefieldcompanion
1411,505829994,笑ったら負け,3700736,USD,0.0,0,0,0.0,0.0,2.0.0,4+,Book,38,0,1,1,
1417,506627515,Hay Day,113641472,USD,0.0,567344,4887,4.5,4.5,1.33.134,4+,Games,38,5,18,1,hayday
1420,507161324,饿了么外卖-大牌美食，折扣热卖,82781184,USD,0.0,481,1,4.5,5.0,7.9,17+,Food & Drink,37,5,1,1,
1432,510119487,AnatomyMapp,104392704,USD,9.99,23,3,3.5,3.5,1.5,4+,Medical,38,5,1,1,anatomymapp
1439,510909506,闲鱼-让你的闲置游起来,84877312,USD,0.0,286,2,4.0,5.0,5.8.4,9+,Shopping,37,5,1,1,
1442,511807447,战神之怒,599319461,USD,0.99,9,9,4.5,4.5,1.1.1,4+,Games,43,5,1,1,
1450,512939461,Subway Surfers,156038144,USD,0.0,706110,97,4.5,4.0,1.72.1,9+,Games,38,5,1,1,subwaysurfers
1452,513836029,电信营业厅,107940864,USD,0.0,248,9,3.5,3.0,6.0.1,4+,Utilities,38,0,2,1,
1458,515114051,Baldur's Gate: Enhanced Edition,2441125888,USD,9.99,1454,102,4.0,4.0,1.3.1,12+,Games,43,5,1,1,baldursgateenhancededition
1459,515651240,农行掌上银行,63531008,USD,0.0,57,4,2.5,3.5,3.6.0,4+,Finance,40,0,1,1,
1468,517166184,内涵段子 - 精选搞笑图片、视频,96586752,USD,0.0,275,0,5.0,0.0,6.3.1,17+,Entertainment,38,4,2,1,
1474,517588534,上海移动掌上营业厅,61895680,USD,0.0,22,0,3.0,0.0,4.1.8,4+,Lifestyle,38,0,2,1,
1483,518966501,天猫-购物,211127296,USD,0.0,426,14,4.5,5.0,6.0.0,17+,Shopping,37,0,4,1,
1486,519131315,ケンタッキーフライドチキン　公式アプリ,50291712,USD,0.0,0,0,0.0,0.0,12.0.11,17+,Food & Drink,37,0,1,1,
1492,519952689,翼支付-只为简单生活,98640896,USD,0.0,9,0,1.5,0.0,6.1.2,17+,Finance,38,0,1,1,
1506,522309966,冒険ダンジョン村,187158528,USD,4.99,0,0,0.0,0.0,2.00,4+,Games,38,5,1,1,
1513,522700349,腾讯微云-安全备份共享文件和照片,63563776,USD,0.0,308,11,4.0,5.0,5.1.3,4+,Productivity,37,0,1,1,
